"","Pair","Ligand","Ligand.name","Receptor","Receptor.name"
"1433","Il16_kcnj15","Il16","interleukin 16","Kcnj15","potassium inwardly-rectifying channel, subfamily J, member 15"
"1434","Il16_kcnj4","Il16","interleukin 16","Kcnj4","potassium inwardly-rectifying channel, subfamily J, member 4"
"1435","Il17a_il17ra","Il17a","interleukin 17A","Il17ra","interleukin 17 receptor A"
"1436","Il17a_il17rc","Il17a","interleukin 17A","Il17rc","interleukin 17 receptor C"
"1437","Il17b_il17rb","Il17b","interleukin 17B","Il17rb","interleukin 17 receptor B"
"1438","Il17f_il17ra","Il17f","interleukin 17F","Il17ra","interleukin 17 receptor A"
"1439","Il18_cd48","Il18","interleukin 18 (interferon-gamma-inducing factor)","Cd48","CD48 molecule"
"1440","Il18_il18r1","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il18r1","interleukin 18 receptor 1"
"1441","Il18_il18rap","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il18rap","interleukin 18 receptor accessory protein"
"1442","Il18_il1rapl1","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il1rapl1","interleukin 1 receptor accessory protein-like 1"
"1443","Il18_il1rl2","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il1rl2","interleukin 1 receptor-like 2"
"1444","Il19_il20ra","Il19","interleukin 19","Il20ra","interleukin 20 receptor, alpha"
"1445","Il19_il20rb","Il19","interleukin 19","Il20rb","interleukin 20 receptor beta"
"1446","Il1a_il1r1","Il1a","interleukin 1, alpha","Il1r1","interleukin 1 receptor, type I"
"1447","Il1a_il1r2","Il1a","interleukin 1, alpha","Il1r2","interleukin 1 receptor, type II"
"1448","Il1a_il1rap","Il1a","interleukin 1, alpha","Il1rap","interleukin 1 receptor accessory protein"
"1449","Il1b_adrb2","Il1b","interleukin 1, beta","Adrb2","adrenoceptor beta 2, surface"
"1450","Il1b_il1r1","Il1b","interleukin 1, beta","Il1r1","interleukin 1 receptor, type I"
"1451","Il1b_il1r2","Il1b","interleukin 1, beta","Il1r2","interleukin 1 receptor, type II"
"1452","Il1b_il1rap","Il1b","interleukin 1, beta","Il1rap","interleukin 1 receptor accessory protein"
"1453","Il1f10_il1r1","Il1f10","interleukin 1 family, member 10 (theta)","Il1r1","interleukin 1 receptor, type I"
"1454","Il1rn_il1r1","Il1rn","interleukin 1 receptor antagonist","Il1r1","interleukin 1 receptor, type I"
"1455","Il1rn_il1r2","Il1rn","interleukin 1 receptor antagonist","Il1r2","interleukin 1 receptor, type II"
"1456","Il1rn_il1rl2","Il1rn","interleukin 1 receptor antagonist","Il1rl2","interleukin 1 receptor-like 2"
"1457","Il20_il20ra","Il20","interleukin 20","Il20ra","interleukin 20 receptor, alpha"
"1458","Il20_il20rb","Il20","interleukin 20","Il20rb","interleukin 20 receptor beta"
"1459","Il20_il22ra1","Il20","interleukin 20","Il22ra1","interleukin 22 receptor, alpha 1"
"1460","Il21_il21r","Il21","interleukin 21","Il21r","interleukin 21 receptor"
"1461","Il21_il2rg","Il21","interleukin 21","Il2rg","interleukin 2 receptor, gamma"
"1462","Il22_il10ra","Il22","interleukin 22","Il10ra","interleukin 10 receptor, alpha"
"1463","Il22_il10rb","Il22","interleukin 22","Il10rb","interleukin 10 receptor, beta"
"1464","Il22_il21r","Il22","interleukin 22","Il21r","interleukin 21 receptor"
"1465","Il22_il22ra1","Il22","interleukin 22","Il22ra1","interleukin 22 receptor, alpha 1"
"1466","Il22_il22ra2","Il22","interleukin 22","Il22ra2","interleukin 22 receptor, alpha 2"
"1467","Il23a_il12rb1","Il23a","interleukin 23, alpha subunit p19","Il12rb1","interleukin 12 receptor, beta 1"
"1468","Il23a_il23r","Il23a","interleukin 23, alpha subunit p19","Il23r","interleukin 23 receptor"
"1469","Il24_il20ra","Il24","interleukin 24","Il20ra","interleukin 20 receptor, alpha"
"1470","Il24_il20rb","Il24","interleukin 24","Il20rb","interleukin 20 receptor beta"
"1471","Il24_il22ra1","Il24","interleukin 24","Il22ra1","interleukin 22 receptor, alpha 1"
"1472","Il25_il17rb","Il25","interleukin 25","Il17rb","interleukin 17 receptor B"
"1473","Il26_il20ra","Il26","interleukin 26","Il20ra","interleukin 20 receptor, alpha"
"1474","Il27_il27ra","Il27","interleukin 27","Il27ra","interleukin 27 receptor, alpha"
"1475","Il2_cd53","Il2","interleukin 2","Cd53","CD53 molecule"
"1476","Il2_gype","Il2","interleukin 2","Gype","glycophorin E (MNS blood group)"
"1477","Il2_il2ra","Il2","interleukin 2","Il2ra","interleukin 2 receptor, alpha"
"1478","Il2_il2rb","Il2","interleukin 2","Il2rb","interleukin 2 receptor, beta"
"1479","Il2_il2rg","Il2","interleukin 2","Il2rg","interleukin 2 receptor, gamma"
"1480","Il2_ngfr","Il2","interleukin 2","Ngfr","nerve growth factor receptor"
"1481","Il31_il31ra","Il31","interleukin 31","Il31ra","interleukin 31 receptor A"
"1482","Il31_osmr","Il31","interleukin 31","Osmr","oncostatin M receptor"
"1483","Il34_csf1r","Il34","interleukin 34","Csf1r","colony stimulating factor 1 receptor"
"1484","Il3_csf2rb","Il3","interleukin 3 (colony-stimulating factor, multiple)","Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"1485","Il3_il3ra","Il3","interleukin 3 (colony-stimulating factor, multiple)","Il3ra","interleukin 3 receptor, alpha (low affinity)"
"1486","Il4_cd53","Il4","interleukin 4","Cd53","CD53 molecule"
"1487","Il4_il13ra1","Il4","interleukin 4","Il13ra1","interleukin 13 receptor, alpha 1"
"1488","Il4_il13ra2","Il4","interleukin 4","Il13ra2","interleukin 13 receptor, alpha 2"
"1489","Il4_il2rg","Il4","interleukin 4","Il2rg","interleukin 2 receptor, gamma"
"1490","Il4_il4r","Il4","interleukin 4","Il4r","interleukin 4 receptor"
"1491","Il5_csf2rb","Il5","interleukin 5 (colony-stimulating factor, eosinophil)","Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"1492","Il5_il5ra","Il5","interleukin 5 (colony-stimulating factor, eosinophil)","Il5ra","interleukin 5 receptor, alpha"
"1493","Il6_f3","Il6","interleukin 6 (interferon, beta 2)","F3","coagulation factor III (thromboplastin, tissue factor)"
"1494","Il6_il6r","Il6","interleukin 6 (interferon, beta 2)","Il6r","interleukin 6 receptor"
"1495","Il6_il6st","Il6","interleukin 6 (interferon, beta 2)","Il6st","interleukin 6 signal transducer (gp130, oncostatin M receptor)"
"1496","Il7_il2rg","Il7","interleukin 7","Il2rg","interleukin 2 receptor, gamma"
"1497","Il7_il7r","Il7","interleukin 7","Il7r","interleukin 7 receptor"
"1498","Il8_cd79a","Il8","interleukin 8","Cd79a","CD79a molecule, immunoglobulin-associated alpha"
"1499","Il8_cxcr1","Il8","interleukin 8","Cxcr1","chemokine (C-X-C motif) receptor 1"
"1500","Il8_cxcr2","Il8","interleukin 8","Cxcr2","chemokine (C-X-C motif) receptor 2"
"1501","Il8_darc","Il8","interleukin 8","Darc","Duffy blood group, atypical chemokine receptor"
"1502","Il8_kdr","Il8","interleukin 8","Kdr","kinase insert domain receptor (a type III receptor tyrosine kinase)"
"1503","Il8_sdc1","Il8","interleukin 8","Sdc1","syndecan 1"
"1504","Il8_sdc2","Il8","interleukin 8","Sdc2","syndecan 2"
"1505","Il8_sdc3","Il8","interleukin 8","Sdc3","syndecan 3"
"1506","Il9_il2rg","Il9","interleukin 9","Il2rg","interleukin 2 receptor, gamma"
"1507","Il9_il9r","Il9","interleukin 9","Il9r","interleukin 9 receptor"
"1508","Inha_acvr1","Inha","inhibin, alpha","Acvr1","activin A receptor, type I"
"1509","Inha_acvr1b","Inha","inhibin, alpha","Acvr1b","activin A receptor, type IB"
"1510","Inha_acvr2a","Inha","inhibin, alpha","Acvr2a","activin A receptor, type IIA"
"1511","Inha_acvr2b","Inha","inhibin, alpha","Acvr2b","activin A receptor, type IIB"
"1512","Inha_tgfbr3","Inha","inhibin, alpha","Tgfbr3","transforming growth factor, beta receptor III"
"1513","Inhba_acvr1","Inhba","inhibin, beta A","Acvr1","activin A receptor, type I"
"1514","Inhba_acvr1b","Inhba","inhibin, beta A","Acvr1b","activin A receptor, type IB"
"1515","Inhba_acvr2a","Inhba","inhibin, beta A","Acvr2a","activin A receptor, type IIA"
"1516","Inhba_acvr2b","Inhba","inhibin, beta A","Acvr2b","activin A receptor, type IIB"
"1517","Inhba_bambi","Inhba","inhibin, beta A","Bambi","BMP and activin membrane-bound inhibitor"
"1518","Inhba_eng","Inhba","inhibin, beta A","Eng","endoglin"
"1519","Inhba_tgfbr3","Inhba","inhibin, beta A","Tgfbr3","transforming growth factor, beta receptor III"
"1520","Inhbb_acvr1","Inhbb","inhibin, beta B","Acvr1","activin A receptor, type I"
"1521","Inhbb_acvr1b","Inhbb","inhibin, beta B","Acvr1b","activin A receptor, type IB"
"1522","Inhbb_acvr1c","Inhbb","inhibin, beta B","Acvr1c","activin A receptor, type IC"
"1523","Inhbb_acvr2a","Inhbb","inhibin, beta B","Acvr2a","activin A receptor, type IIA"
"1524","Inhbb_acvr2b","Inhbb","inhibin, beta B","Acvr2b","activin A receptor, type IIB"
"1525","Inhbc_acvr1","Inhbc","inhibin, beta C","Acvr1","activin A receptor, type I"
"1526","Inhbc_acvr1b","Inhbc","inhibin, beta C","Acvr1b","activin A receptor, type IB"
"1527","Inhbc_acvr2a","Inhbc","inhibin, beta C","Acvr2a","activin A receptor, type IIA"
"1528","Inhbc_acvr2b","Inhbc","inhibin, beta C","Acvr2b","activin A receptor, type IIB"
"1529","Inhbe_acvr1","Inhbe","inhibin, beta E","Acvr1","activin A receptor, type I"
"1530","Inhbe_acvr1b","Inhbe","inhibin, beta E","Acvr1b","activin A receptor, type IB"
"1531","Inhbe_acvr2a","Inhbe","inhibin, beta E","Acvr2a","activin A receptor, type IIA"
"1532","Inhbe_eng","Inhbe","inhibin, beta E","Eng","endoglin"
"1533","Insl3_rxfp2","Insl3","insulin-like 3 (Leydig cell)","Rxfp2","relaxin/insulin-like family peptide receptor 2"
"1534","Insl5_rxfp3","Insl5","insulin-like 5","Rxfp3","relaxin/insulin-like family peptide receptor 3"
"1535","Insl5_rxfp4","Insl5","insulin-like 5","Rxfp4","relaxin/insulin-like family peptide receptor 4"
"1536","Ins_igf1r","Ins","insulin","Igf1r","insulin-like growth factor 1 receptor"
"1537","Ins_insr","Ins","insulin","Insr","insulin receptor"
"1538","Ins_lrp2","Ins","insulin","Lrp2","low density lipoprotein receptor-related protein 2"
"1539","Itgb3bp_itgb3","Itgb3bp","integrin beta 3 binding protein (beta3-endonexin)","Itgb3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"1540","Itgb3bp_itgb5","Itgb3bp","integrin beta 3 binding protein (beta3-endonexin)","Itgb5","integrin, beta 5"
"1541","Itih2_fcer1a","Itih2","inter-alpha-trypsin inhibitor heavy chain 2","Fcer1a","Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide"
"1542","Jag1_notch1","Jag1","jagged 1","Notch1","notch 1"
"1543","Jag1_notch2","Jag1","jagged 1","Notch2","notch 2"
"1544","Jag1_notch3","Jag1","jagged 1","Notch3","notch 3"
"1545","Jag1_notch4","Jag1","jagged 1","Notch4","notch 4"
"1546","Jag2_notch1","Jag2","jagged 2","Notch1","notch 1"
"1547","Jag2_notch2","Jag2","jagged 2","Notch2","notch 2"
"1548","Jag2_notch3","Jag2","jagged 2","Notch3","notch 3"
"1549","Jag2_notch4","Jag2","jagged 2","Notch4","notch 4"
"1550","Kal1_fgfr1","Kal1","Kallmann syndrome 1 sequence","Fgfr1","fibroblast growth factor receptor 1"
"1551","Kal1_sdc2","Kal1","Kallmann syndrome 1 sequence","Sdc2","syndecan 2"
"1552","Kiss1_kiss1r","Kiss1","KiSS-1 metastasis-suppressor","Kiss1r","KISS1 receptor"
"1553","Kiss1_mmp24","Kiss1","KiSS-1 metastasis-suppressor","Mmp24","matrix metallopeptidase 24 (membrane-inserted)"
"1554","Kitlg_epor","Kitlg","KIT ligand","Epor","erythropoietin receptor"
"1555","Kitlg_kit","Kitlg","KIT ligand","Kit","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog"
"1556","Klk3_epor","Klk3","kallikrein-related peptidase 3","Epor","erythropoietin receptor"
"1557","Kng1_bdkrb1","Kng1","kininogen 1","Bdkrb1","bradykinin receptor B1"
"1558","Kng1_bdkrb2","Kng1","kininogen 1","Bdkrb2","bradykinin receptor B2"
"1559","Kng1_cd93","Kng1","kininogen 1","Cd93","CD93 molecule"
"1560","Kng1_gp1ba","Kng1","kininogen 1","Gp1ba","glycoprotein Ib (platelet), alpha polypeptide"
"1561","Kng1_gpr135","Kng1","kininogen 1","Gpr135","G protein-coupled receptor 135"
"1562","Kng1_itgam","Kng1","kininogen 1","Itgam","integrin, alpha M (complement component 3 receptor 3 subunit)"
"1563","Kng1_itgb2","Kng1","kininogen 1","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"1564","Kng1_plaur","Kng1","kininogen 1","Plaur","plasminogen activator, urokinase receptor"
"1565","Kng1_rxfp4","Kng1","kininogen 1","Rxfp4","relaxin/insulin-like family peptide receptor 4"
"1566","Kng1_sdc2","Kng1","kininogen 1","Sdc2","syndecan 2"
"1567","Krtap4-12_aqp1","Krtap4-12","keratin associated protein 4-12","Aqp1","aquaporin 1 (Colton blood group)"
"1568","Krtap4-12_catsper1","Krtap4-12","keratin associated protein 4-12","Catsper1","cation channel, sperm associated 1"
"1569","Krtap4-12_cldn2","Krtap4-12","keratin associated protein 4-12","Cldn2","claudin 2"
"1570","Krtap4-12_cntfr","Krtap4-12","keratin associated protein 4-12","Cntfr","ciliary neurotrophic factor receptor"
"1571","Krtap4-12_dlk2","Krtap4-12",NA,"Dlk2",NA
"1572","Krtap4-12_lingo1","Krtap4-12","keratin associated protein 4-12","Lingo1","leucine rich repeat and Ig domain containing 1"
"1573","Krtap4-12_pdgfrb","Krtap4-12","keratin associated protein 4-12","Pdgfrb","platelet-derived growth factor receptor, beta polypeptide"
"1574","Krtap4-12_plscr4","Krtap4-12","keratin associated protein 4-12","Plscr4","phospholipid scramblase 4"
"1575","L1cam_cntn1","L1cam","L1 cell adhesion molecule","Cntn1","contactin 1"
"1576","L1cam_egfr","L1cam","L1 cell adhesion molecule","Egfr","epidermal growth factor receptor"
"1577","L1cam_ephb2","L1cam","L1 cell adhesion molecule","Ephb2","EPH receptor B2"
"1578","L1cam_erbb2","L1cam","L1 cell adhesion molecule","Erbb2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2"
"1579","L1cam_erbb3","L1cam","L1 cell adhesion molecule","Erbb3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3"
"1580","L1cam_fgfr2","L1cam","L1 cell adhesion molecule","Fgfr2","fibroblast growth factor receptor 2"
"1581","L1cam_itga5","L1cam","L1 cell adhesion molecule","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"1582","L1cam_itgav","L1cam","L1 cell adhesion molecule","Itgav","integrin, alpha V"
"1583","Lacrt_sdc1","Lacrt","lacritin","Sdc1","syndecan 1"
"1584","Lama1_gpc1","Lama1","laminin, alpha 1","Gpc1","glypican 1"
"1585","Lama1_itga1","Lama1","laminin, alpha 1","Itga1","integrin, alpha 1"
"1586","Lama1_itga2","Lama1","laminin, alpha 1","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"1587","Lama1_itga3","Lama1","laminin, alpha 1","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"1588","Lama1_itga6","Lama1","laminin, alpha 1","Itga6","integrin, alpha 6"
"1589","Lama1_itga7","Lama1","laminin, alpha 1","Itga7","integrin, alpha 7"
"1590","Lama1_itgb1","Lama1","laminin, alpha 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1591","Lama1_itgb4","Lama1","laminin, alpha 1","Itgb4","integrin, beta 4"
"1592","Lama1_itgb8","Lama1","laminin, alpha 1","Itgb8","integrin, beta 8"
"1593","Lama1_nt5e","Lama1","laminin, alpha 1","Nt5e","5'-nucleotidase, ecto (CD73)"
"1594","Lama1_rpsa","Lama1","laminin, alpha 1","Rpsa","ribosomal protein SA"
"1595","Lama1_sdc2","Lama1","laminin, alpha 1","Sdc2","syndecan 2"
"1596","Lama1_sdc4","Lama1","laminin, alpha 1","Sdc4","syndecan 4"
"1597","Lama1_tmprss6","Lama1","laminin, alpha 1","Tmprss6","transmembrane protease, serine 6"
"1598","Lama2_itga1","Lama2","laminin, alpha 2","Itga1","integrin, alpha 1"
"1599","Lama2_itga2","Lama2","laminin, alpha 2","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"1600","Lama2_itga3","Lama2","laminin, alpha 2","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"1601","Lama2_itga6","Lama2","laminin, alpha 2","Itga6","integrin, alpha 6"
"1602","Lama2_itga7","Lama2","laminin, alpha 2","Itga7","integrin, alpha 7"
"1603","Lama2_itgb1","Lama2","laminin, alpha 2","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1604","Lama2_itgb4","Lama2","laminin, alpha 2","Itgb4","integrin, beta 4"
"1605","Lama2_rpsa","Lama2","laminin, alpha 2","Rpsa","ribosomal protein SA"
"1606","Lama3_sdc2","Lama3","laminin, alpha 3","Sdc2","syndecan 2"
"1607","Lama4_itga3","Lama4","laminin, alpha 4","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"1608","Lama4_itga6","Lama4","laminin, alpha 4","Itga6","integrin, alpha 6"
"1609","Lama4_itgav","Lama4","laminin, alpha 4","Itgav","integrin, alpha V"
"1610","Lama4_itgb1","Lama4","laminin, alpha 4","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1611","Lama5_bcam","Lama5","laminin, alpha 5","Bcam","basal cell adhesion molecule (Lutheran blood group)"
"1612","Lama5_itga2","Lama5","laminin, alpha 5","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"1613","Lama5_itga3","Lama5","laminin, alpha 5","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"1614","Lama5_itga6","Lama5","laminin, alpha 5","Itga6","integrin, alpha 6"
"1615","Lama5_itgb1","Lama5","laminin, alpha 5","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1616","Lama5_itgb4","Lama5","laminin, alpha 5","Itgb4","integrin, beta 4"
"1617","Lama5_sdc1","Lama5","laminin, alpha 5","Sdc1","syndecan 1"
"1618","Lamb1_itga1","Lamb1","laminin, beta 1","Itga1","integrin, alpha 1"
"1619","Lamb1_itga2","Lamb1","laminin, beta 1","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"1620","Lamb1_itga3","Lamb1","laminin, beta 1","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"1621","Lamb1_itga6","Lamb1","laminin, beta 1","Itga6","integrin, alpha 6"
"1622","Lamb1_itga7","Lamb1","laminin, beta 1","Itga7","integrin, alpha 7"
"1623","Lamb1_itgav","Lamb1","laminin, beta 1","Itgav","integrin, alpha V"
"1624","Lamb1_itgb1","Lamb1","laminin, beta 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1625","Lamb1_itgb4","Lamb1","laminin, beta 1","Itgb4","integrin, beta 4"
"1626","Lamb2_rpsa","Lamb2","laminin, beta 2 (laminin S)","Rpsa","ribosomal protein SA"
"1627","Lamb3_cd151","Lamb3","laminin, beta 3","Cd151","CD151 molecule (Raph blood group)"
